Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
click,Chrome 64.0.3282.167,,2018-02-22 15:59:15,2018-02-22 15:59:15,0.297s,PASSED
click,Chrome 64.0.3282.167,,2018-02-22 15:59:15,2018-02-22 15:59:16,0.643s,PASSED
verifyElementPresent,Chrome 64.0.3282.167,,2018-02-22 15:59:16,2018-02-22 15:59:16,0.066s,PASSED
delay,Chrome 64.0.3282.167,,2018-02-22 15:59:16,2018-02-22 15:59:17,1.053s,PASSED
click,Chrome 64.0.3282.167,,2018-02-22 15:59:17,2018-02-22 15:59:17,0.142s,PASSED
closeBrowser,Chrome 64.0.3282.167,,2018-02-22 15:59:17,2018-02-22 15:59:18,0.918s,PASSED
,,,,,,
Test Cases/404 errors/404 error pages,Chrome 64.0.3282.167,Test cases to ensure 404 errors are working correctly,2018-02-22 15:59:18,2018-02-22 15:59:39,20.417s,FAILED
openBrowser,Chrome 64.0.3282.167,,2018-02-22 15:59:18,2018-02-22 15:59:22,3.872s,PASSED
"Statement - autoit_prj = ""C:\Users\ghetherington\Katalon Studio\HSBC AMG\autoIT\AMG credentials.exe""",Chrome 64.0.3282.167,,2018-02-22 15:59:22,2018-02-22 15:59:22,0.001s,PASSED
Statement - java.lang.Runtime.getRuntime().exec(autoit_prj),Chrome 64.0.3282.167,,2018-02-22 15:59:22,2018-02-22 15:59:22,0.222s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 64.0.3282.167,,2018-02-22 15:59:22,2018-02-22 15:59:25,3.001s,PASSED
navigateToUrl,Chrome 64.0.3282.167,,2018-02-22 15:59:25,2018-02-22 15:59:35,9.576s,PASSED
maximizeWindow,Chrome 64.0.3282.167,,2018-02-22 15:59:35,2018-02-22 15:59:36,1.122s,PASSED
click,Chrome 64.0.3282.167,,2018-02-22 15:59:36,2018-02-22 15:59:36,0.154s,PASSED
maximizeWindow,Chrome 64.0.3282.167,,2018-02-22 15:59:36,2018-02-22 15:59:36,0.006s,PASSED
navigateToUrl,Chrome 64.0.3282.167,,2018-02-22 15:59:36,2018-02-22 15:59:37,0.685s,PASSED
sendKeys,Chrome 64.0.3282.167,,2018-02-22 15:59:37,2018-02-22 15:59:37,0.156s,PASSED
verifyTextPresent,Chrome 64.0.3282.167,,2018-02-22 15:59:37,2018-02-22 15:59:37,0.095s,PASSED
verifyElementVisible,Chrome 64.0.3282.167,,2018-02-22 15:59:37,2018-02-22 15:59:39,1.365s,FAILED
,,,,,,
Test Cases/Document and video filtering/Document library search and filtering,Chrome 64.0.3282.167,These test cases cover the document and video filtering on the website..,2018-02-22 15:59:39,2018-02-22 16:00:03,24.091s,PASSED
openBrowser,Chrome 64.0.3282.167,,2018-02-22 15:59:39,2018-02-22 15:59:42,2.899s,PASSED
"Statement - autoit_prj = ""C:\Users\ghetherington\Katalon Studio\HSBC AMG\autoIT\AMG credentials.exe""",Chrome 64.0.3282.167,,2018-02-22 15:59:42,2018-02-22 15:59:42,0.001s,PASSED
Statement - java.lang.Runtime.getRuntime().exec(autoit_prj),Chrome 64.0.3282.167,,2018-02-22 15:59:42,2018-02-22 15:59:42,0.006s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 64.0.3282.167,,2018-02-22 15:59:42,2018-02-22 15:59:45,3.000s,PASSED
navigateToUrl,Chrome 64.0.3282.167,,2018-02-22 15:59:45,2018-02-22 15:59:54,9.600s,PASSED
maximizeWindow,Chrome 64.0.3282.167,,2018-02-22 15:59:54,2018-02-22 15:59:55,1.143s,PASSED
click,Chrome 64.0.3282.167,,2018-02-22 15:59:55,2018-02-22 15:59:56,0.148s,PASSED
scrollToPosition,Chrome 64.0.3282.167,,2018-02-22 15:59:56,2018-02-22 15:59:56,0.039s,PASSED
delay,Chrome 64.0.3282.167,,2018-02-22 15:59:56,2018-02-22 15:59:59,3.003s,PASSED
click,Chrome 64.0.3282.167,,2018-02-22 15:59:59,2018-02-22 15:59:59,0.127s,PASSED
setText,Chrome 64.0.3282.167,,2018-02-22 15:59:59,2018-02-22 15:59:59,0.136s,PASSED
sendKeys,Chrome 64.0.3282.167,,2018-02-22 15:59:59,2018-02-22 15:59:59,0.063s,PASSED
delay,Chrome 64.0.3282.167,,2018-02-22 15:59:59,2018-02-22 16:00:01,2.003s,PASSED
verifyElementPresent,Chrome 64.0.3282.167,,2018-02-22 16:00:01,2018-02-22 16:00:01,0.046s,PASSED
verifyElementPresent,Chrome 64.0.3282.167,,2018-02-22 16:00:01,2018-02-22 16:00:01,0.028s,PASSED
verifyElementVisible,Chrome 64.0.3282.167,,2018-02-22 16:00:01,2018-02-22 16:00:01,0.042s,PASSED
verifyElementVisible,Chrome 64.0.3282.167,,2018-02-22 16:00:01,2018-02-22 16:00:01,0.038s,PASSED
verifyElementNotVisible,Chrome 64.0.3282.167,,2018-02-22 16:00:01,2018-02-22 16:00:01,0.048s,PASSED
click,Chrome 64.0.3282.167,,2018-02-22 16:00:01,2018-02-22 16:00:01,0.083s,PASSED
verifyElementVisible,Chrome 64.0.3282.167,,2018-02-22 16:00:01,2018-02-22 16:00:01,0.032s,PASSED
click,Chrome 64.0.3282.167,,2018-02-22 16:00:01,2018-02-22 16:00:01,0.067s,PASSED
setText,Chrome 64.0.3282.167,,2018-02-22 16:00:01,2018-02-22 16:00:01,0.078s,PASSED
sendKeys,Chrome 64.0.3282.167,,2018-02-22 16:00:01,2018-02-22 16:00:01,0.042s,PASSED
verifyElementVisible,Chrome 64.0.3282.167,,2018-02-22 16:00:01,2018-02-22 16:00:02,0.055s,PASSED
verifyElementVisible,Chrome 64.0.3282.167,,2018-02-22 16:00:02,2018-02-22 16:00:02,0.037s,PASSED
verifyElementVisible,Chrome 64.0.3282.167,,2018-02-22 16:00:02,2018-02-22 16:00:02,0.026s,PASSED
verifyElementNotVisible,Chrome 64.0.3282.167,,2018-02-22 16:00:02,2018-02-22 16:00:02,0.026s,PASSED
click,Chrome 64.0.3282.167,,2018-02-22 16:00:02,2018-02-22 16:00:02,0.087s,PASSED
setText,Chrome 64.0.3282.167,,2018-02-22 16:00:02,2018-02-22 16:00:02,0.124s,PASSED
sendKeys,Chrome 64.0.3282.167,,2018-02-22 16:00:02,2018-02-22 16:00:02,0.045s,PASSED
verifyElementText,Chrome 64.0.3282.167,,2018-02-22 16:00:02,2018-02-22 16:00:02,0.058s,PASSED
click,Chrome 64.0.3282.167,,2018-02-22 16:00:02,2018-02-22 16:00:02,0.085s,PASSED
closeBrowser,Chrome 64.0.3282.167,,2018-02-22 16:00:02,2018-02-22 16:00:03,0.704s,PASSED
,,,,,,
Test Cases/Document and video filtering/Video and webinar search and filtering,Chrome 64.0.3282.167,These test cases cover the document and video filtering on the website..,2018-02-22 16:00:03,2018-02-22 16:00:34,31.237s,PASSED
openBrowser,Chrome 64.0.3282.167,,2018-02-22 16:00:03,2018-02-22 16:00:05,2.173s,PASSED
"Statement - autoit_prj = ""C:\Users\ghetherington\Katalon Studio\HSBC AMG\autoIT\AMG credentials.exe""",Chrome 64.0.3282.167,,2018-02-22 16:00:05,2018-02-22 16:00:05,0.000s,PASSED
Statement - java.lang.Runtime.getRuntime().exec(autoit_prj),Chrome 64.0.3282.167,,2018-02-22 16:00:05,2018-02-22 16:00:05,0.004s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 64.0.3282.167,,2018-02-22 16:00:05,2018-02-22 16:00:08,3.001s,PASSED
navigateToUrl,Chrome 64.0.3282.167,,2018-02-22 16:00:08,2018-02-22 16:00:18,10.311s,PASSED
maximizeWindow,Chrome 64.0.3282.167,,2018-02-22 16:00:18,2018-02-22 16:00:19,1.123s,PASSED
click,Chrome 64.0.3282.167,,2018-02-22 16:00:19,2018-02-22 16:00:20,0.159s,PASSED
delay,Chrome 64.0.3282.167,,2018-02-22 16:00:20,2018-02-22 16:00:22,2.004s,PASSED
check,Chrome 64.0.3282.167,,2018-02-22 16:00:22,2018-02-22 16:00:22,0.145s,PASSED
verifyElementText,Chrome 64.0.3282.167,,2018-02-22 16:00:22,2018-02-22 16:00:22,0.064s,PASSED
delay,Chrome 64.0.3282.167,,2018-02-22 16:00:22,2018-02-22 16:00:24,2.003s,PASSED
click,Chrome 64.0.3282.167,,2018-02-22 16:00:24,2018-02-22 16:00:24,0.102s,PASSED
setText,Chrome 64.0.3282.167,,2018-02-22 16:00:24,2018-02-22 16:00:24,0.144s,PASSED
sendKeys,Chrome 64.0.3282.167,,2018-02-22 16:00:24,2018-02-22 16:00:24,0.051s,PASSED
scrollToPosition,Chrome 64.0.3282.167,,2018-02-22 16:00:24,2018-02-22 16:00:24,0.010s,PASSED
delay,Chrome 64.0.3282.167,,2018-02-22 16:00:24,2018-02-22 16:00:26,2.002s,PASSED
verifyElementVisible,Chrome 64.0.3282.167,,2018-02-22 16:00:26,2018-02-22 16:00:26,0.083s,PASSED
verifyElementNotVisible,Chrome 64.0.3282.167,,2018-02-22 16:00:26,2018-02-22 16:00:26,0.043s,PASSED
scrollToPosition,Chrome 64.0.3282.167,,2018-02-22 16:00:26,2018-02-22 16:00:26,0.009s,PASSED
click,Chrome 64.0.3282.167,,2018-02-22 16:00:26,2018-02-22 16:00:26,0.106s,PASSED
verifyElementVisible,Chrome 64.0.3282.167,,2018-02-22 16:00:26,2018-02-22 16:00:26,0.041s,PASSED
setText,Chrome 64.0.3282.167,,2018-02-22 16:00:26,2018-02-22 16:00:27,0.101s,PASSED
sendKeys,Chrome 64.0.3282.167,,2018-02-22 16:00:27,2018-02-22 16:00:27,0.051s,PASSED
scrollToPosition,Chrome 64.0.3282.167,,2018-02-22 16:00:27,2018-02-22 16:00:27,0.010s,PASSED
verifyElementVisible,Chrome 64.0.3282.167,,2018-02-22 16:00:27,2018-02-22 16:00:27,0.043s,PASSED
verifyElementNotVisible,Chrome 64.0.3282.167,,2018-02-22 16:00:27,2018-02-22 16:00:27,0.027s,PASSED
scrollToPosition,Chrome 64.0.3282.167,,2018-02-22 16:00:27,2018-02-22 16:00:27,0.007s,PASSED
click,Chrome 64.0.3282.167,,2018-02-22 16:00:27,2018-02-22 16:00:27,0.099s,PASSED
click,Chrome 64.0.3282.167,,2018-02-22 16:00:27,2018-02-22 16:00:30,3.361s,PASSED
scrollToPosition,Chrome 64.0.3282.167,,2018-02-22 16:00:30,2018-02-22 16:00:30,0.014s,PASSED
verifyElementText,Chrome 64.0.3282.167,,2018-02-22 16:00:30,2018-02-22 16:00:30,0.060s,PASSED
back,Chrome 64.0.3282.167,,2018-02-22 16:00:30,2018-02-22 16:00:30,0.274s,PASSED
scrollToPosition,Chrome 64.0.3282.167,,2018-02-22 16:00:30,2018-02-22 16:00:30,0.009s,PASSED
click,Chrome 64.0.3282.167,,2018-02-22 16:00:30,2018-02-22 16:00:32,1.161s,PASSED
scrollToPosition,Chrome 64.0.3282.167,,2018-02-22 16:00:32,2018-02-22 16:00:32,0.017s,PASSED
verifyElementText,Chrome 64.0.3282.167,,2018-02-22 16:00:32,2018-02-22 16:00:32,0.073s,PASSED
back,Chrome 64.0.3282.167,,2018-02-22 16:00:32,2018-02-22 16:00:32,0.162s,PASSED
click,Chrome 64.0.3282.167,,2018-02-22 16:00:32,2018-02-22 16:00:33,1.204s,PASSED
scrollToPosition,Chrome 64.0.3282.167,,2018-02-22 16:00:33,2018-02-22 16:00:33,0.012s,PASSED
verifyElementText,Chrome 64.0.3282.167,,2018-02-22 16:00:33,2018-02-22 16:00:33,0.064s,PASSED
closeBrowser,Chrome 64.0.3282.167,,2018-02-22 16:00:33,2018-02-22 16:00:34,0.772s,PASSED
,,,,,,
Test Cases/External modal popup/External modal popup,Chrome 64.0.3282.167,External modal popup,2018-02-22 16:00:34,2018-02-22 16:00:53,18.980s,FAILED
openBrowser,Chrome 64.0.3282.167,,2018-02-22 16:00:34,2018-02-22 16:00:36,2.085s,PASSED
"Statement - autoit_prj = ""C:\Users\ghetherington\Katalon Studio\HSBC AMG\autoIT\AMG credentials.exe""",Chrome 64.0.3282.167,,2018-02-22 16:00:36,2018-02-22 16:00:36,0.000s,PASSED
Statement - java.lang.Runtime.getRuntime().exec(autoit_prj),Chrome 64.0.3282.167,,2018-02-22 16:00:36,2018-02-22 16:00:36,0.004s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 64.0.3282.167,,2018-02-22 16:00:36,2018-02-22 16:00:39,3.001s,PASSED
navigateToUrl,Chrome 64.0.3282.167,,2018-02-22 16:00:39,2018-02-22 16:00:49,9.895s,PASSED
maximizeWindow,Chrome 64.0.3282.167,,2018-02-22 16:00:49,2018-02-22 16:00:50,1.142s,PASSED
scrollToPosition,Chrome 64.0.3282.167,,2018-02-22 16:00:50,2018-02-22 16:00:50,0.015s,PASSED
click,Chrome 64.0.3282.167,,2018-02-22 16:00:50,2018-02-22 16:00:50,0.197s,PASSED
focus,Chrome 64.0.3282.167,,2018-02-22 16:00:50,2018-02-22 16:00:51,0.102s,PASSED
click,Chrome 64.0.3282.167,,2018-02-22 16:00:51,2018-02-22 16:00:51,0.071s,PASSED
scrollToPosition,Chrome 64.0.3282.167,,2018-02-22 16:00:51,2018-02-22 16:00:51,0.005s,PASSED
delay,Chrome 64.0.3282.167,,2018-02-22 16:00:51,2018-02-22 16:00:52,1.003s,PASSED
click,Chrome 64.0.3282.167,,2018-02-22 16:00:52,2018-02-22 16:00:53,1.330s,FAILED
,,,,,,
Test Cases/Site search/Site search,Chrome 64.0.3282.167,Site search on HSBC AMG,2018-02-22 16:00:53,2018-02-22 16:01:18,24.880s,PASSED
openBrowser,Chrome 64.0.3282.167,,2018-02-22 16:00:53,2018-02-22 16:00:56,2.769s,PASSED
"Statement - autoit_prj = ""C:\Users\ghetherington\Katalon Studio\HSBC AMG\autoIT\AMG credentials.exe""",Chrome 64.0.3282.167,,2018-02-22 16:00:56,2018-02-22 16:00:56,0.000s,PASSED
Statement - java.lang.Runtime.getRuntime().exec(autoit_prj),Chrome 64.0.3282.167,,2018-02-22 16:00:56,2018-02-22 16:00:56,0.004s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 64.0.3282.167,,2018-02-22 16:00:56,2018-02-22 16:00:59,3.000s,PASSED
navigateToUrl,Chrome 64.0.3282.167,,2018-02-22 16:00:59,2018-02-22 16:01:09,9.698s,PASSED
maximizeWindow,Chrome 64.0.3282.167,,2018-02-22 16:01:09,2018-02-22 16:01:10,1.146s,PASSED
click,Chrome 64.0.3282.167,,2018-02-22 16:01:10,2018-02-22 16:01:10,0.220s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-22 16:01:10,2018-02-22 16:01:10,0.060s,PASSED
delay,Chrome 64.0.3282.167,,2018-02-22 16:01:10,2018-02-22 16:01:11,1.001s,PASSED
click,Chrome 64.0.3282.167,,2018-02-22 16:01:11,2018-02-22 16:01:11,0.075s,PASSED
setText,Chrome 64.0.3282.167,,2018-02-22 16:01:11,2018-02-22 16:01:11,0.117s,PASSED
sendKeys,Chrome 64.0.3282.167,,2018-02-22 16:01:11,2018-02-22 16:01:15,4.165s,PASSED
verifyElementPresent,Chrome 64.0.3282.167,,2018-02-22 16:01:15,2018-02-22 16:01:15,0.159s,PASSED
verifyElementVisible,Chrome 64.0.3282.167,,2018-02-22 16:01:15,2018-02-22 16:01:16,0.075s,PASSED
verifyElementVisible,Chrome 64.0.3282.167,,2018-02-22 16:01:16,2018-02-22 16:01:16,0.039s,PASSED
verifyElementVisible,Chrome 64.0.3282.167,,2018-02-22 16:01:16,2018-02-22 16:01:16,0.038s,PASSED
click,Chrome 64.0.3282.167,,2018-02-22 16:01:16,2018-02-22 16:01:16,0.101s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-22 16:01:16,2018-02-22 16:01:16,0.058s,PASSED
verifyElementVisible,Chrome 64.0.3282.167,,2018-02-22 16:01:16,2018-02-22 16:01:16,0.052s,PASSED
verifyElementVisible,Chrome 64.0.3282.167,,2018-02-22 16:01:16,2018-02-22 16:01:16,0.043s,PASSED
click,Chrome 64.0.3282.167,,2018-02-22 16:01:16,2018-02-22 16:01:16,0.095s,PASSED
verifyElementVisible,Chrome 64.0.3282.167,,2018-02-22 16:01:16,2018-02-22 16:01:16,0.028s,PASSED
verifyElementVisible,Chrome 64.0.3282.167,,2018-02-22 16:01:16,2018-02-22 16:01:16,0.028s,PASSED
click,Chrome 64.0.3282.167,,2018-02-22 16:01:16,2018-02-22 16:01:16,0.093s,PASSED
scrollToPosition,Chrome 64.0.3282.167,,2018-02-22 16:01:16,2018-02-22 16:01:16,0.023s,PASSED
verifyElementVisible,Chrome 64.0.3282.167,,2018-02-22 16:01:16,2018-02-22 16:01:16,0.045s,PASSED
click,Chrome 64.0.3282.167,,2018-02-22 16:01:16,2018-02-22 16:01:17,0.582s,PASSED
verifyElementVisible,Chrome 64.0.3282.167,,2018-02-22 16:01:17,2018-02-22 16:01:17,0.218s,PASSED
verifyElementVisible,Chrome 64.0.3282.167,,2018-02-22 16:01:17,2018-02-22 16:01:17,0.054s,PASSED
closeBrowser,Chrome 64.0.3282.167,,2018-02-22 16:01:17,2018-02-22 16:01:18,0.768s,PASSED
